team_id,player_name,fg_pct,ft_pct,rpg,apg,position,two_pt_pct,three_pt_pct,minutes_pg,ppg,fta_pg,usage_rate
celtics_23,Dalano Banton,37.3,80.0,1.5,0.8,PG,48.6,12.5,7.1,2.3,0.8,10.0
celtics_23,Lamar Stevens,46.7,72.7,1.6,0.4,PF,48.6,37.5,6.4,2.8,0.6,10.0
celtics_23,JD Davison,41.7,75.0,1.3,1.3,SG,40.0,42.9,4.9,2.0,0.5,10.0
bulls_84,Michael Jordan,51.5,84.5,6.5,5.9,SG,52.6,17.3,38.3,28.2,9.1,32.6
bulls_84,Orlando Woolridge,55.4,78.5,5.6,1.8,SF,55.7,0.0,36.6,22.9,6.8,25.2
bulls_84,Quintin Dailey,47.3,81.7,2.6,2.4,SG,47.9,23.3,26.6,16.0,3.2,18.5
bulls_84,Dave Corzine,48.6,74.5,5.1,1.7,C,48.7,0.0,25.1,8.5,2.4,10.0
bulls_84,Dave Greenwood,45.8,71.3,6.4,1.3,PF,45.9,0.0,25.0,6.1,1.5,10.0
bulls_84,Steve Johnson,54.5,71.8,5.9,0.9,C,54.8,0.0,22.4,10.0,3.4,10.4
bulls_84,Caldwell Jones,46.1,76.6,5.0,0.8,C,46.9,0.0,21.1,3.4,1.1,10.0
bulls_84,Ennis Whatley,44.7,79.1,1.4,5.4,PG,45.7,11.1,19.8,5.0,1.2,10.0
bulls_84,Wes Matthews,49.5,69.4,0.9,4.5,PG,51.1,12.5,19.5,5.7,1.1,10.0
bulls_84,Jawann Oldham,46.4,68.0,3.7,0.5,C,46.6,0.0,15.8,3.4,0.8,10.0
bulls_84,Sidney Green,43.2,80.6,5.1,0.6,PF,43.9,0.0,15.4,6.1,2.0,10.0
bulls_84,Rod Higgins,44.1,66.7,2.2,1.1,SF,46.8,27.0,13.9,4.5,1.3,10.0
bulls_84,Charles Jones,50.0,66.7,2.0,0.3,PF,50.0,0.0,9.7,2.7,2.0,10.0
bulls_84,Chris Engler,50.0,0.0,0.7,0.0,C,50.0,0.0,1.0,0.7,0.0,10.0
nuggets_22,Nikola Jokić,63.2,82.2,11.8,9.8,C,67.5,38.3,33.7,24.5,6.0,25.6
nuggets_22,Jamal Murray,45.4,83.3,4.0,6.2,PG,49.4,39.8,32.8,20.0,3.3,23.1
nuggets_22,Kentavious Caldwell-Pope,46.2,82.4,2.7,2.4,SG,50.2,42.3,31.3,10.8,1.6,12.5
nuggets_22,Aaron Gordon,56.4,60.8,6.6,3.0,PF,62.8,34.7,30.2,16.3,4.6,17.0
nuggets_22,Michael Porter Jr.,48.7,80.0,5.5,1.0,SF,57.9,41.4,29.0,17.4,1.9,19.1
nuggets_22,Bruce Brown,48.3,75.8,4.1,3.4,SF,54.8,35.8,28.5,11.5,1.9,12.7
nuggets_22,Reggie Jackson,38.3,83.3,1.8,3.1,PG,50.0,27.9,19.9,7.9,0.8,10.0
nuggets_22,Jeff Green,48.8,74.4,2.6,1.2,PF,58.0,28.8,19.5,7.8,2.1,10.0
nuggets_22,Bones Hyland,39.9,86.6,2.0,3.0,PG,42.5,37.8,19.5,12.1,2.0,14.0
nuggets_22,Christian Braun,49.5,62.5,2.4,0.8,SG,56.5,35.4,15.5,4.7,0.8,10.0
nuggets_22,DeAndre Jordan,76.5,45.8,5.2,0.9,C,76.3,100.0,15.0,5.1,1.2,10.0
nuggets_22,Vlatko Čančar,47.6,92.7,2.1,1.3,PF,58.0,37.4,14.8,5.0,0.7,10.0
nuggets_22,Zeke Nnaji,56.1,64.5,2.6,0.3,PF,71.0,26.2,13.7,5.2,1.2,10.0
nuggets_22,Thomas Bryant,48.5,72.2,3.3,0.1,C,49.2,44.4,11.4,4.6,1.0,10.0
nuggets_22,Ish Smith,39.7,50.0,1.3,2.3,PG,42.0,16.7,9.3,2.5,0.1,10.0
nuggets_22,Davon Reed,31.3,75.0,1.6,0.5,SG,25.0,36.4,9.0,2.3,0.6,10.0
nuggets_22,Peyton Watson,49.2,55.0,1.6,0.5,SG,51.1,42.9,8.1,3.3,0.9,10.0
nuggets_22,Jack White,42.1,66.7,1.0,0.2,SF,50.0,33.3,3.9,1.2,0.2,10.0
